x1,x2,x3
5.729053421542057434e-01,7.456309650187465943e-01,8.213376452044177656e-01,0.000000000000000000e+00
7.248325964739159577e-01,5.879352327172360226e-01,9.192900909945685983e-01,0.000000000000000000e+00
1.137277597174457089e+00,5.063571636288680677e-01,9.877468075280082527e-01,0.000000000000000000e+00
8.426138147338361195e-01,7.140487502943896336e-01,1.177055304012695647e+00,0.000000000000000000e+00
1.032272456640338731e+00,1.054887053498431593e+00,9.398665779399861808e-01,0.000000000000000000e+00
7.705159160896203341e-01,7.503348918629202391e-01,1.012915429309187987e+00,0.000000000000000000e+00
9.299299500899211868e-01,5.858022037331700460e-01,9.755507950007255014e-01,0.000000000000000000e+00
9.250299475064318599e-01,1.313620527651030656e+00,1.325251354678231186e+00,0.000000000000000000e+00
6.933651923508048487e-01,7.599665083108970709e-01,6.490212527416743260e-01,0.000000000000000000e+00
7.303650554633227543e-01,8.877520401796432648e-01,1.174110407726341787e+00,0.000000000000000000e+00
6.870477599337040386e-01,7.008588690531987186e-01,4.941202793164488627e-01,0.000000000000000000e+00
7.845573659847584480e-01,6.261305321927376211e-01,8.077429094902781603e-01,0.000000000000000000e+00
6.258148713437463595e-01,8.265532031388876932e-01,5.515584425030175542e-01,0.000000000000000000e+00
4.917474304809462127e-01,1.277913400860666071e+00,6.345202219890491158e-01,0.000000000000000000e+00
5.496443337136825980e-01,1.225969857990327760e+00,1.461353119953309410e+00,0.000000000000000000e+00
5.184111720499569032e-01,7.913244100275163007e-01,9.364274720021935616e-01,0.000000000000000000e+00
1.082067734302918360e+00,6.738526973110057217e-01,8.062869476689448200e-01,0.000000000000000000e+00
8.752826869895984352e-01,9.642891111609298571e-01,7.667950375915991712e-01,0.000000000000000000e+00
6.764234220392383312e-01,6.083294205305093127e-01,7.805412625410845795e-01,0.000000000000000000e+00
6.331718730703473907e-01,9.355752017923325559e-01,7.027351347933561421e-01,0.000000000000000000e+00
7.639095985058285132e-01,1.097376060082365878e+00,8.299949352928450708e-01,0.000000000000000000e+00
7.229995364817225489e-01,9.110137672870532999e-01,7.835278070907714110e-01,0.000000000000000000e+00
4.912795346957493647e-01,9.690886000670184686e-01,7.481585998286870431e-01,0.000000000000000000e+00
1.037066919912497553e+00,1.225724169634639038e+00,8.284034332926667465e-01,0.000000000000000000e+00
4.485658833279495550e-01,6.936898931034929383e-01,9.726045175048180225e-01,0.000000000000000000e+00
6.363759236994439572e-01,1.017174611900174996e+00,3.681348251492876922e-01,0.000000000000000000e+00
7.518699656030085610e-01,1.016857699384644764e+00,4.771872589169422474e-01,0.000000000000000000e+00
4.545437012720140446e-01,9.833979645228300148e-01,6.915446807373151206e-01,0.000000000000000000e+00
4.727938017891321620e-01,9.144902112053048260e-01,6.120018783282511476e-01,0.000000000000000000e+00
5.440356939394841440e-01,1.233871331102149860e+00,1.299916358379491488e-01,0.000000000000000000e+00
4.483668745848523596e-01,9.791115277493175340e-01,6.830401250660289580e-01,0.000000000000000000e+00
4.034891505145319357e-01,5.965511576225779322e-01,6.695628146388925561e-01,0.000000000000000000e+00
8.054014846144988971e-01,6.450594195606687009e-01,7.564687045591645953e-01,0.000000000000000000e+00
3.762128522695558641e-01,9.433521095226740094e-01,3.524926251369755459e-01,0.000000000000000000e+00
3.569430536048557312e-01,1.219259667354310794e+00,6.586155257850982991e-01,0.000000000000000000e+00
7.521458034774570756e-01,1.198214811401167257e+00,6.085701974928423574e-01,0.000000000000000000e+00
7.362552628078582462e-01,1.053860114005198634e+00,6.646886431542413654e-01,0.000000000000000000e+00
3.098776108249228778e-01,9.825465297376387852e-01,3.376278879725140847e-01,0.000000000000000000e+00
5.487734988460942764e-01,7.365988583864404582e-01,6.113018023959577718e-01,0.000000000000000000e+00
2.943357841982162104e-01,1.209377071124150049e+00,5.824361789452365823e-01,0.000000000000000000e+00
6.781518001361006576e-01,1.123996058338904147e+00,9.501085583815638280e-02,0.000000000000000000e+00
2.821387201855134474e-01,7.459981173248302344e-01,2.826598290608244302e-01,0.000000000000000000e+00
5.792349728388310748e-01,1.110309316180553507e+00,2.231816181403154797e-01,0.000000000000000000e+00
5.566182901125077409e-02,9.916061521744337082e-01,9.607740237786976945e-02,0.000000000000000000e+00
1.055522940335161253e-01,1.049542632669161479e+00,5.466583422374132750e-01,0.000000000000000000e+00
3.428696751644483842e-01,5.308173350419658210e-01,3.524756467224532397e-01,0.000000000000000000e+00
2.168260694888501650e-01,1.073630979176437794e+00,5.906656819775859546e-01,0.000000000000000000e+00
-2.289584189988431162e-01,8.742528274982778180e-01,3.612568667285989688e-01,0.000000000000000000e+00
-1.513888850428386224e-01,1.289126560739365157e+00,2.922446335305829979e-01,0.000000000000000000e+00
3.154614016549394107e-01,8.810536735846798972e-01,3.566851483620501195e-01,0.000000000000000000e+00
3.410303548070039437e-01,1.042965873839855062e+00,2.160487050045569180e-01,0.000000000000000000e+00
1.625759420788437382e-01,8.247111079626990859e-01,1.147916273807384202e-01,0.000000000000000000e+00
5.915683504222066236e-02,1.074890695111787142e+00,3.192995428248104339e-01,0.000000000000000000e+00
-1.409060429218785271e-01,9.738836158683348287e-01,3.905874562500327163e-01,0.000000000000000000e+00
-9.678786552887740091e-02,8.349505497459023262e-01,1.096594398239129214e-01,0.000000000000000000e+00
2.019271918767545637e-01,1.002042445496812872e+00,3.098482918724269619e-01,0.000000000000000000e+00
1.855240838981108975e-01,1.168319422302342758e+00,1.297095079173571364e-01,0.000000000000000000e+00
4.608087952218026806e-01,9.589627076300972774e-01,-4.070001936835382361e-01,0.000000000000000000e+00
2.972426838461297294e-01,9.083362513460722099e-01,-9.897596849979484190e-03,0.000000000000000000e+00
2.194193278682398385e-01,6.791467959672021770e-01,-3.069611197808821967e-01,0.000000000000000000e+00
-3.816222804633347399e-01,8.403355313085791867e-01,6.173566285577150592e-03,0.000000000000000000e+00
2.460472097764021537e-02,1.053823297919357138e+00,-3.893771650705428744e-01,0.000000000000000000e+00
-5.611069689295120622e-01,1.008686533704704180e+00,-2.261816853865694088e-01,0.000000000000000000e+00
-2.604685163029563100e-02,1.137295697605129163e+00,-1.290970841426813676e-01,0.000000000000000000e+00
1.528358300781937351e-02,1.041678348489325279e+00,-7.555192040883985938e-02,0.000000000000000000e+00
-2.964750347928980512e-01,9.586870072453281821e-01,-1.669139928378052251e-01,0.000000000000000000e+00
-1.020737511683061927e-02,9.144765814524601355e-01,-1.266093049311953211e-01,0.000000000000000000e+00
-2.462258800763430233e-01,9.681744373595783104e-01,-8.936610140438655536e-02,0.000000000000000000e+00
-6.103846389719780330e-01,7.306892336480397265e-01,-5.759722622414331639e-01,0.000000000000000000e+00
-6.971766562897980801e-01,8.524746825750788570e-01,-1.537364070095687263e-01,0.000000000000000000e+00
-3.060745758861707078e-01,1.025672795523101533e+00,-1.096751475362099382e-01,0.000000000000000000e+00
-2.165373208387610937e-03,9.701180570219006816e-01,-8.048923117415807127e-02,0.000000000000000000e+00
-2.678396620838103814e-01,8.141408642436323007e-01,-4.935515223019096842e-01,0.000000000000000000e+00
-6.008893044715832854e-01,8.015129721528143625e-01,-4.695022323323960189e-01,0.000000000000000000e+00
-1.625336845685723952e-01,1.320657705184971498e+00,-6.973103109215241791e-01,0.000000000000000000e+00
-2.631026314554795187e-01,7.656041272598974601e-01,-3.486428037636298827e-01,0.000000000000000000e+00
-3.862487220907399044e-01,6.045865486204602401e-01,-2.803497366983324079e-01,0.000000000000000000e+00
-4.993377201366973051e-01,8.608885543200738288e-01,-7.020910086233331793e-01,0.000000000000000000e+00
-5.274404349536574443e-01,1.049994159193927024e+00,-5.478112289626456688e-01,0.000000000000000000e+00
-3.490347047738030506e-01,1.033395007429153356e+00,-2.673284687025047068e-01,0.000000000000000000e+00
-5.014419017125552047e-01,6.620812753060042466e-01,-3.391777267984382727e-01,0.000000000000000000e+00
-5.172312405118255629e-01,1.176661730137259498e+00,-4.967577494306640862e-01,0.000000000000000000e+00
-4.951385533583720355e-01,1.019637611231156038e+00,-2.036779762622588086e-01,0.000000000000000000e+00
-7.141803916915084871e-02,9.597472514144799183e-01,-5.819130733348127915e-01,0.000000000000000000e+00
-2.893920291367406694e-01,7.725774465556054516e-01,-5.670184807307977470e-01,0.000000000000000000e+00
-5.275585376467015752e-01,1.000180620642012075e+00,-8.195858582035702167e-01,0.000000000000000000e+00
-8.579625523922274066e-01,5.183429963504366800e-01,-8.952544136486454418e-01,0.000000000000000000e+00
-6.493615742451723793e-01,8.696941583733793779e-01,-3.027708412250162961e-01,0.000000000000000000e+00
-3.539168978338412819e-01,7.311598619958543654e-01,-6.386771610068614491e-01,0.000000000000000000e+00
-6.739290918700491240e-01,8.618044984092723126e-01,-6.887063786017252331e-01,0.000000000000000000e+00
-4.859831538682672925e-01,8.457790981866898372e-01,-5.300936070153456914e-01,0.000000000000000000e+00
-8.554122715796075305e-01,9.097072846686491410e-01,-2.399504821694125045e-01,0.000000000000000000e+00
-5.995165152127219788e-01,1.189747022095578366e+00,-7.573208741335143435e-01,0.000000000000000000e+00
-5.449827579930274224e-01,8.862689477133868232e-01,-8.253542415673595922e-01,0.000000000000000000e+00
-8.339355494868052610e-01,9.780650100353660559e-01,-9.767261888783177470e-01,0.000000000000000000e+00
-5.617154161689972280e-01,1.103299867777450594e+00,-7.477471005068839771e-01,0.000000000000000000e+00
-7.687654411292825785e-01,9.711328019669673850e-01,-8.969019485532991887e-01,0.000000000000000000e+00
-5.409766929630419607e-01,5.080161149088582295e-01,-9.158731406930760155e-01,0.000000000000000000e+00
-1.142703506210290154e+00,5.691041957686506780e-01,-5.890253102917564210e-01,0.000000000000000000e+00
-5.818410565536669132e-01,7.179017095975807061e-01,-1.174798022960062305e+00,0.000000000000000000e+00
-1.370000132768745882e+00,7.466434152708397720e-01,-4.021594644387878614e-01,0.000000000000000000e+00
-7.062106186326558843e-01,7.368372098594492270e-01,-8.046095446918635208e-01,0.000000000000000000e+00
-1.121346495237939722e+00,7.825615792980920027e-01,-8.885439775930473738e-01,0.000000000000000000e+00
-8.422140191597640158e-01,9.933285617820328817e-01,-8.497482207700808310e-01,0.000000000000000000e+00
-7.070369505668027132e-01,6.905015548898656430e-01,-7.487693940210218280e-01,0.000000000000000000e+00
-5.304897408238122836e-01,6.270234780240480088e-01,-1.114938109493412988e+00,0.000000000000000000e+00
-6.045594806755074657e-01,7.755317812181472537e-01,-6.651067459746127231e-01,0.000000000000000000e+00
-9.755245015269027320e-01,1.097427866295306753e+00,-9.274460778606935518e-01,0.000000000000000000e+00
-8.505319734099907603e-01,1.111852674093132709e+00,-1.033364732132218800e+00,0.000000000000000000e+00
-1.105419500298483904e+00,7.015598837288483658e-01,-8.772018118661568664e-01,0.000000000000000000e+00
-1.245218821774846774e+00,9.110051090027129206e-01,-1.081467178614952784e+00,0.000000000000000000e+00
-7.172286267320888697e-01,2.967728487880617605e-01,-1.136452897920378291e+00,0.000000000000000000e+00
-1.298658831537960578e+00,6.023700262385944804e-01,-9.344124637453398163e-01,0.000000000000000000e+00
-1.011632149022256844e+00,7.088097136989763847e-01,-1.019964544882126400e+00,0.000000000000000000e+00
-9.493760922002671965e-01,5.495269143927450362e-01,-8.503129426453941431e-01,0.000000000000000000e+00
-8.716304944397743615e-01,8.198715010934379821e-01,-8.833026014613671872e-01,0.000000000000000000e+00
-9.588308312848445869e-01,1.141390587433258386e+00,-1.014323806571377107e+00,0.000000000000000000e+00
-1.093320400957930261e+00,5.750659924133263434e-01,-1.205020996169213765e+00,0.000000000000000000e+00
-1.294423837339937933e+00,5.392925598979425583e-01,-1.013734780509401689e+00,0.000000000000000000e+00
-9.921304130412020861e-01,7.184472632074856424e-01,-1.153102100889248582e+00,0.000000000000000000e+00
-8.922445872391477906e-01,8.471559302600273345e-01,-1.031686895869084575e+00,0.000000000000000000e+00
-1.215986785268258874e+00,7.999026578768799745e-01,-9.612907044350296193e-01,0.000000000000000000e+00
-1.387978979062156393e+00,6.674552698691853525e-01,-9.449729984956992679e-01,0.000000000000000000e+00
-1.291068316717367770e+00,7.097462696182129660e-01,-1.286206902940596697e+00,0.000000000000000000e+00
-8.564918075089043015e-01,9.119873509815145107e-01,-1.042976979397091997e+00,0.000000000000000000e+00
-1.063459666269876092e+00,1.709277038537145854e-01,-1.220344768814652481e+00,0.000000000000000000e+00
-1.207147693059959837e+00,4.288967197388368069e-01,-8.421704370730499489e-01,0.000000000000000000e+00
-7.609919061268437535e-01,3.983096113685885564e-01,-1.147892236660832177e+00,0.000000000000000000e+00
-1.125236857972624405e+00,9.460645568285332985e-01,-1.219602514938666893e+00,0.000000000000000000e+00
-1.134208759868594374e+00,9.782109621608501282e-01,-1.299589196201651475e+00,0.000000000000000000e+00
-1.451731558425923385e+00,5.192423966039029226e-01,-1.066850116176710994e+00,0.000000000000000000e+00
-1.044309648720490591e+00,6.422124322516865602e-01,-1.310609390616868986e+00,0.000000000000000000e+00
-1.114868677900693550e+00,4.681953243483967797e-01,-6.930060707300468303e-01,0.000000000000000000e+00
-1.354396017816086317e+00,4.461101154467115304e-01,-8.313466143426123667e-01,0.000000000000000000e+00
-1.087026133405499362e+00,6.526922000650060562e-01,-1.267773987128487878e+00,0.000000000000000000e+00
-1.142540926875661222e+00,3.457605997779555906e-01,-8.740907089042002642e-01,0.000000000000000000e+00
-1.545232882081257308e+00,6.313489068961697370e-01,-1.072372970001065351e+00,0.000000000000000000e+00
-1.527151261277274408e+00,6.742248271046185071e-01,-8.520537934361299692e-01,0.000000000000000000e+00
-1.403356576427227109e+00,8.109886315111399790e-01,-9.772717081810300410e-01,0.000000000000000000e+00
-1.283873539532975006e+00,5.637450503110853495e-01,-1.001269083093329071e+00,0.000000000000000000e+00
-1.205597103824913363e+00,3.924005383618846543e-01,-9.473018658283647309e-01,0.000000000000000000e+00
-1.036619041898955373e+00,2.800233158629087393e-01,-1.334620044640904668e+00,0.000000000000000000e+00
-9.960758192398295741e-01,9.869782431539699807e-01,-9.196672676545168956e-01,0.000000000000000000e+00
-1.714537470535030028e+00,4.039123397728411335e-01,-8.818756294297093179e-01,0.000000000000000000e+00
-1.373850858465367919e+00,2.321541255280558658e-01,-6.942134916489517416e-01,0.000000000000000000e+00
-1.239449047990183628e+00,1.447010974924092253e-01,-6.552673089000428108e-01,0.000000000000000000e+00
-9.420848192157651457e-01,4.666544476863965230e-01,-8.470484015804834454e-01,0.000000000000000000e+00
-1.389079299441891679e+00,5.439253612398289306e-01,-1.109700027204430395e+00,0.000000000000000000e+00
-1.335641627945372889e+00,3.313261170762425434e-01,-3.774988211437100838e-01,0.000000000000000000e+00
-1.410978455137151366e+00,7.314764169414147421e-01,-9.508363263765473583e-01,0.000000000000000000e+00
-1.266098033935564082e+00,4.501958502923251171e-01,-8.864590101231848429e-01,0.000000000000000000e+00
-1.355257248194611464e+00,6.171752192284833960e-01,-7.595173445812414270e-01,0.000000000000000000e+00
-1.736095110286702825e+00,3.594551385605755933e-01,-8.569124806926775584e-01,0.000000000000000000e+00
-1.472915278578438292e+00,3.348888551510139644e-01,-9.987982025764989835e-01,0.000000000000000000e+00
-1.734100600855591034e+00,4.358027993592004101e-01,-7.430343326954518268e-01,0.000000000000000000e+00
-1.930215941247931388e+00,4.844874541999957263e-01,-5.644345742467179461e-01,0.000000000000000000e+00
-1.566115476790635341e+00,5.222989280442569271e-02,-4.317723937046514804e-01,0.000000000000000000e+00
-1.359318162863737856e+00,7.801436434919321039e-01,-4.945418836843110122e-01,0.000000000000000000e+00
-1.357268843672558400e+00,2.582167148946882262e-01,-3.945031510797955554e-01,0.000000000000000000e+00
-1.315186134169683774e+00,5.298801844659082327e-01,-6.410478604775441402e-01,0.000000000000000000e+00
-1.532450034302409891e+00,1.716031114649485267e-01,-3.572074807389331585e-01,0.000000000000000000e+00
-1.150629860805010063e+00,1.635018111793417050e-01,-5.785802954765668638e-01,0.000000000000000000e+00
-1.392195574485648901e+00,1.939233021673477664e-01,-2.811595089325689134e-01,0.000000000000000000e+00
-1.909842062866929480e+00,6.550174669423958207e-02,-6.056991471886461476e-01,0.000000000000000000e+00
-1.927801998209835777e+00,2.584562211669047538e-02,-6.096078717318036411e-01,0.000000000000000000e+00
-1.507963850236021530e+00,4.288623905012500792e-01,-4.526790310882500279e-01,0.000000000000000000e+00
-1.677685083493637652e+00,1.825415021261022064e-01,-1.706664413104386768e-01,0.000000000000000000e+00
-1.670260220068387591e+00,-5.501152551558585735e-04,-2.453843416293279289e-01,0.000000000000000000e+00
-1.522687932476769257e+00,2.986654646067126162e-01,-3.361900065610208821e-01,0.000000000000000000e+00
-1.341125842135598711e+00,-5.027025225371020700e-02,-3.120326272116842881e-01,0.000000000000000000e+00
-1.526439559006647517e+00,-9.888082139201714860e-02,-5.982699910182935898e-01,0.000000000000000000e+00
-1.349759404675859864e+00,6.163600221530730894e-02,-4.658080636200732094e-01,0.000000000000000000e+00
-1.508516912497410267e+00,3.449384649126120417e-01,-6.931114444282582276e-01,0.000000000000000000e+00
-1.790744658205219997e+00,-7.775330008698369544e-02,7.981030184451562426e-02,0.000000000000000000e+00
-1.436798861862450538e+00,2.477597948104834358e-01,-4.157845407138263671e-01,0.000000000000000000e+00
-1.718886013701289128e+00,1.713164982623643362e-01,-1.513053119223672360e-01,0.000000000000000000e+00
-1.386656633460356502e+00,3.166400327198377884e-02,-8.243591196492960904e-02,0.000000000000000000e+00
-1.465968891207909852e+00,2.121851547766401003e-01,4.832007443250681267e-02,0.000000000000000000e+00
-1.822517981991872649e+00,-4.053975372831419843e-01,1.123222841675156070e-01,0.000000000000000000e+00
-1.261711852597965589e+00,-1.726509181840807372e-01,-4.348832674120128861e-01,0.000000000000000000e+00
-1.479925495309634353e+00,2.050538529226443585e-01,3.217532262820917421e-01,0.000000000000000000e+00
-1.396710758073190339e+00,-6.804760404690286812e-02,-1.912173453154297487e-01,0.000000000000000000e+00
-1.497680014159349593e+00,-6.614867604728671968e-02,-1.904223601473074290e-01,0.000000000000000000e+00
-1.089981329338417293e+00,3.381474727618880016e-01,2.649754149158564109e-01,0.000000000000000000e+00
-1.683426950812178413e+00,1.395301791408696812e-01,1.908414680024660970e-01,0.000000000000000000e+00
-1.410034458272708013e+00,2.058768796237270271e-01,2.151010239350399367e-01,0.000000000000000000e+00
-1.349589860928064766e+00,7.074957971478769425e-02,1.812398635568071570e-01,0.000000000000000000e+00
-1.853126623176018395e+00,-5.247398597556252042e-02,2.682626548602946859e-02,0.000000000000000000e+00
-1.750947030175187935e+00,2.546095689423432673e-01,5.087592462865959675e-01,0.000000000000000000e+00
-1.221472138387187600e+00,-4.325366334706241822e-02,4.578773810791102461e-01,0.000000000000000000e+00
-1.489006284104189559e+00,-6.626453291251369060e-02,-6.268802592846900446e-03,0.000000000000000000e+00
-1.409882864212975928e+00,-1.072575077578673541e-01,-2.356654801302054958e-02,0.000000000000000000e+00
-1.497148634094111808e+00,-1.477723914302639663e-01,6.208642406195339358e-01,0.000000000000000000e+00
-1.305458890431334673e+00,-1.420082756105151278e-01,3.353318634047711688e-01,0.000000000000000000e+00
-1.472616096132672636e+00,-1.973281675135273028e-01,9.313025757637291568e-02,0.000000000000000000e+00
-1.508591084851995223e+00,-3.183881777953196934e-01,8.339754041733093981e-02,0.000000000000000000e+00
-1.372824093935899992e+00,-1.033119295424862055e-01,-2.473687894442577750e-04,0.000000000000000000e+00
-1.496059266938432275e+00,5.207866811176964372e-03,5.923459133779722663e-01,0.000000000000000000e+00
-1.262575550755208109e+00,-1.984865707889047204e-01,2.346578352562780911e-01,0.000000000000000000e+00
-1.680470561204219226e+00,-1.496523300403791445e-01,5.024326554356498553e-01,0.000000000000000000e+00
-1.202020382422107403e+00,-1.084682600920111595e-02,4.227701490901212833e-01,0.000000000000000000e+00
-1.703852195031782646e+00,-3.068969215721074062e-01,5.150164785226514219e-01,0.000000000000000000e+00
-1.490721397942237569e+00,-3.708487314247323474e-01,5.442025129119271165e-01,0.000000000000000000e+00
-1.546160087995739563e+00,-3.930369623924186984e-01,5.776583918354177838e-01,0.000000000000000000e+00
-1.520601690445155363e+00,-2.307143049571985516e-01,5.914240813205112746e-01,0.000000000000000000e+00
-1.662695272143276615e+00,-3.878505256894830278e-01,8.454137125032451516e-01,0.000000000000000000e+00
-1.661604189922681662e+00,-7.269540767492230771e-01,2.062105727807950206e-01,0.000000000000000000e+00
-1.417518522668005154e+00,-3.094124794095335917e-01,5.754118018824936343e-01,0.000000000000000000e+00
-1.174429107098117875e+00,-8.620855334989561136e-01,6.980953001877302500e-01,0.000000000000000000e+00
-1.098681292630740991e+00,-5.649455852324375416e-01,5.625292911035356669e-01,0.000000000000000000e+00
-1.555025474291386267e+00,-5.300756183035433278e-01,5.924153583687863378e-01,0.000000000000000000e+00
-1.112205523715849242e+00,4.509631241439548965e-03,6.092400167261451394e-01,0.000000000000000000e+00
-1.009724428309105804e+00,-3.675561564652376489e-01,1.045497209064136568e+00,0.000000000000000000e+00
-1.402209597226821147e+00,-3.601042323248498378e-01,7.857444550787942017e-01,0.000000000000000000e+00
-7.403731725026531096e-01,-2.276417797485523475e-01,5.886352808298521699e-01,0.000000000000000000e+00
-1.174720194485661784e+00,-4.817854143856726279e-01,6.491137871546770466e-01,0.000000000000000000e+00
